date,open,high,low,close,volume
2024-01-02,76.4219,77.1022,75.572,76.2508,52309133
2024-01-03,77.9195,79.0997,76.5506,77.7279,41251446
2024-01-04,78.1069,78.2225,77.8801,77.9956,40605050
2024-01-05,77.9648,78.2899,77.3358,77.6597,63140085
2024-01-08,77.89,78.3206,77.6988,78.1288,46936578
2024-01-09,77.6171,77.8895,77.4506,77.7228,48540126
2024-01-10,78.2754,78.3763,77.9677,78.0684,28998018
2024-01-11,78.2373,78.5987,77.7698,78.1307,89832063
2024-01-12,78.3743,79.8316,76.5496,77.9999,38440355
2024-01-15,77.4775,78.2131,77.0207,77.7546,34094451
2024-01-16,78.3091,78.7346,77.9494,78.3747,49166532
2024-01-17,78.4521,79.3881,77.5021,78.4379,31337784
2024-01-18,78.2507,78.7143,78.085,78.5479,45858952
2024-01-19,78.209,78.5277,77.8605,78.1791,39760939
2024-01-22,79.4304,80.1467,78.5491,79.2639,59768937
2024-01-23,79.9354,80.3579,79.2161,79.6371,56435004
2024-01-24,80.0117,80.7601,79.3357,80.0834,49693919
2024-01-25,79.8721,80.1015,79.5875,79.8168,43434394
2024-01-26,79.8355,80.6214,79.2094,79.9941,43052562
2024-01-29,79.2613,80.1497,78.7596,79.6455,75839010
2024-01-30,79.4204,80.1035,78.7342,79.4173,71265939
2024-01-31,79.3784,80.3751,78.4435,79.4395,28879905
2024-02-01,79.7601,79.8212,79.6545,79.7156,37154378
2024-02-02,80.0153,80.34,79.3083,79.6315,59463970
2024-02-05,79.2643,79.4043,79.0466,79.1864,51262256
2024-02-06,80.5782,80.7581,80.3874,80.5673,36815761
2024-02-07,80.8392,81.1472,80.4561,80.7638,38926614
2024-02-08,80.5789,80.8324,80.2293,80.4825,86839594
2024-02-09,80.6329,81.1533,79.8756,80.3944,25634524
2024-02-12,80.9205,81.4834,79.9267,80.4866,75789159
2024-02-13,80.8776,81.2271,80.4509,80.8,59062210
2024-02-14,80.7258,81.0792,80.063,80.415,55142083
2024-02-15,80.5241,81.448,79.7051,80.628,35697868
2024-02-16,80.8423,81.0624,80.3944,80.6139,36639286
2024-02-19,80.8286,81.9142,79.7582,80.8436,37282040
2024-02-20,80.6706,81.2416,80.4635,81.0336,38333113
2024-02-21,81.4592,82.4393,80.6002,81.5791,39573174
2024-02-22,82.3565,83.1503,81.8879,82.6798,39938435
2024-02-23,82.6703,83.3594,82.4495,83.1375,43053490
2024-02-26,83.8489,84.6847,82.7776,83.611,63425604
2024-02-27,83.6266,83.8833,83.3247,83.5813,25779829
2024-02-28,83.9032,84.2134,83.4182,83.7278,40649348
2024-02-29,84.4457,84.9928,83.5953,84.1404,33238369
2024-03-01,84.5484,84.8038,84.1552,84.4102,80782782
2024-03-04,84.8698,85.2324,84.8289,85.1913,44239617
2024-03-05,85.2694,85.5234,84.8004,85.0538,47619161
2024-03-06,85.2909,85.5731,85.1063,85.3884,50857522
2024-03-07,85.2037,85.397,85.1877,85.381,40345023
2024-03-08,85.4154,86.2504,84.7689,85.6024,24986564
2024-03-11,85.804,86.2999,85.4678,85.963,45923499
2024-03-12,85.7555,86.8402,84.7527,85.8364,32141032
2024-03-13,85.261,86.0194,84.4612,85.2192,47832688
2024-03-14,85.0735,85.1749,84.9443,85.0457,67191068
2024-03-15,84.9624,85.7705,84.4417,85.248,48571324
2024-03-18,84.9025,85.1335,83.9367,84.1657,28732508
2024-03-19,84.8835,85.1339,84.3757,84.6253,50535993
2024-03-20,83.9898,84.2801,83.7412,84.0314,46624135
2024-03-21,84.1778,84.6265,83.9515,84.3996,51027384
2024-03-22,85.1489,85.9906,84.5384,85.3784,63121035
2024-03-25,85.3012,85.8217,84.7014,85.2214,37317950
2024-03-26,87.6621,90.5854,83.3824,86.259,110804275
2024-03-27,85.3754,85.9082,84.1825,84.7112,125717880
2024-03-28,86.1345,87.3411,84.1889,85.385,164647943
2024-03-29,84.108,84.4096,83.2837,83.5834,89472946
2024-04-01,84.8018,86.5876,82.7483,84.5284,68428033
2024-04-02,84.1948,84.8013,83.9639,84.5693,52187048
2024-04-03,87.1509,88.7868,85.7453,87.3775,111734166
2024-04-04,89.9613,92.8162,85.8919,88.7071,126491542
2024-04-05,89.6281,90.8999,88.3432,89.6149,138037494
2024-04-08,87.9821,89.285,87.1199,88.4185,112589497
2024-04-09,87.719,90.2494,85.2837,87.8115,111643718
2024-04-10,87.9799,89.0591,87.6466,88.7229,74654089
2024-04-11,89.6327,89.9117,89.4942,89.773,99603693
2024-04-12,89.0754,92.7525,84.5786,88.2204,154653776
2024-04-15,87.4035,88.5732,86.8035,87.9693,105466473
2024-04-16,88.4948,90.8475,86.1555,88.5079,205073638
2024-04-17,89.2098,90.236,87.8483,88.8706,75156638
2024-04-18,92.5599,94.1794,89.1647,90.7526,120163041
2024-04-19,88.7388,91.1916,86.9886,89.4278,91271103
2024-04-22,90.4538,92.828,88.8236,91.1846,92510635
2024-04-23,90.4926,90.5746,90.4074,90.4893,50302988
2024-04-24,91.1073,91.2338,90.5176,90.6434,42845258
2024-04-25,89.965,90.976,89.0532,90.0631,64274868
2024-04-26,90.2978,90.5136,89.8454,90.0607,46553968
2024-04-29,89.3436,90.0112,88.9358,89.6022,72884011
2024-04-30,88.5795,88.9502,88.556,88.9266,29814403
2024-05-01,89.1186,89.1544,88.9178,88.9536,41570442
2024-05-02,89.4757,90.504,88.3888,89.4164,53466717
2024-05-03,89.2736,89.8981,89.0369,89.6604,43207672
2024-05-06,89.6737,90.3011,89.3315,89.9578,35934354
2024-05-07,89.695,90.0633,89.6881,90.0564,50180147
2024-05-08,89.8789,90.1358,89.7403,89.997,48624865
2024-05-09,90.0705,91.0938,88.4418,89.4581,66221684
